date,longitude,latitude,level,expver,o3,t,w,OT
1954/6/1,104,0.5,10,1,1.50E-05,236.10155,0.000109063,6.504761
1954/7/1,104,0.5,10,1,1.57E-05,233.93176,6.48E-05,4.981624
1954/8/1,104,0.5,10,1,1.64E-05,233.41139,3.62E-06,-0.4099264
1954/9/1,104,0.5,10,1,1.64E-05,234.27,1.62E-05,-2.1106644
1954/10/1,104,0.5,10,1,1.58E-05,235.35175,1.92E-05,-1.6284356
1954/11/1,104,0.5,10,1,1.51E-05,235.11914,-3.33E-05,4.2288775
1954/12/1,104,0.5,10,1,1.48E-05,232.26736,2.57E-05,-0.45814943
1955/1/1,104,0.5,10,1,1.52E-05,229.16092,-3.50E-05,-10.864878
1955/2/1,104,0.5,10,1,1.54E-05,231.67525,-6.93E-05,-6.704774
1955/3/1,104,0.5,10,1,1.54E-05,233.15358,-8.01E-05,-6.61068
1955/4/1,104,0.5,10,1,1.55E-05,233.03215,-6.67E-05,-12.456232
1955/5/1,104,0.5,10,1,1.54E-05,233.66922,-8.49E-05,-19.402676
1955/6/1,104,0.5,10,1,1.55E-05,233.19379,-5.28E-05,-25.920994
1955/7/1,104,0.5,10,1,1.57E-05,234.30627,-2.46E-06,-29.416563
1955/8/1,104,0.5,10,1,1.61E-05,234.60352,4.44E-05,-22.213715
1955/9/1,104,0.5,10,1,1.66E-05,233.36252,0.00010646,-17.56315
1955/10/1,104,0.5,10,1,1.59E-05,234.97092,4.40E-05,-7.880941
1955/11/1,104,0.5,10,1,1.49E-05,235.29103,-0.000104862,4.5182147
1955/12/1,104,0.5,10,1,1.47E-05,233.23793,0.000108195,7.715037
1956/1/1,104,0.5,10,1,1.46E-05,233.56357,0.000107762,-3.0398364
1956/2/1,104,0.5,10,1,1.48E-05,233.81035,-1.46E-05,-7.211702
1956/3/1,104,0.5,10,1,1.48E-05,236.33807,-8.23E-05,-6.236659
1956/4/1,104,0.5,10,1,1.50E-05,235.92415,0.00019715,-10.986023
1956/5/1,104,0.5,10,1,1.49E-05,236.54228,0.000104724,-12.99374
1956/6/1,104,0.5,10,1,1.50E-05,234.71863,-0.000108767,-5.390995
1956/7/1,104,0.5,10,1,1.59E-05,232.85555,-0.000146952,-7.698635
1956/8/1,104,0.5,10,1,1.66E-05,231.17932,-7.14E-05,-5.348653
1956/9/1,104,0.5,10,1,1.66E-05,232.701,-2.94E-05,-2.0647936
1956/10/1,104,0.5,10,1,1.58E-05,234.76277,-1.11E-05,2.1082473
1956/11/1,104,0.5,10,1,1.50E-05,235.58118,-2.33E-05,9.6251335
1956/12/1,104,0.5,10,1,1.44E-05,234.46396,-9.10E-05,12.245634
1957/1/1,104,0.5,10,1,1.48E-05,230.26158,-0.00010139,8.212557
1957/2/1,104,0.5,10,1,1.57E-05,227.58957,-7.10E-05,9.776859
1957/3/1,104,0.5,10,1,1.53E-05,233.55016,-3.63E-05,18.953316
1957/4/1,104,0.5,10,1,1.53E-05,234.8771,1.23E-05,17.343143
1957/5/1,104,0.5,10,1,1.54E-05,233.71573,-0.000118313,8.968832
1957/6/1,104,0.5,10,1,1.56E-05,230.67946,-0.000145651,-10.441457
1957/7/1,104,0.5,10,1,1.64E-05,229.87761,-1.16E-05,-15.024981
1957/8/1,104,0.5,10,1,1.66E-05,231.60036,4.35E-05,-18.199457
1957/9/1,104,0.5,10,1,1.67E-05,232.12387,3.05E-05,-20.65294
1957/10/1,104,0.5,10,1,1.63E-05,231.92046,-0.000100523,-25.771622
1957/11/1,104,0.5,10,1,1.53E-05,233.71652,-0.000133501,-22.06199
1957/12/1,104,0.5,10,1,1.47E-05,233.98459,-7.36E-05,-24.005018
1958/1/1,104,0.5,10,1,1.51E-05,229.82321,-0.000228964,-31.600706
1958/2/1,104,0.5,10,1,1.57E-05,227.53517,-0.000139576,-37.041656
1958/3/1,104,0.5,10,1,1.56E-05,232.48656,-0.000106164,-33.942455
1958/4/1,104,0.5,10,1,1.56E-05,232.86264,9.08E-05,-37.98259
1958/5/1,104,0.5,10,1,1.57E-05,231.1265,9.04E-05,-36.76408
1958/6/1,104,0.5,10,1,1.60E-05,231.31415,7.78E-05,-40.546635
1958/7/1,104,0.5,10,1,1.61E-05,233.72913,0.00021928,-37.79911
1958/8/1,104,0.5,10,1,1.62E-05,234.43636,0.000174586,-28.133366
1958/9/1,104,0.5,10,1,1.61E-05,235.89024,6.78E-05,-20.827015
1958/10/1,104,0.5,10,1,1.53E-05,236.88289,0.000113403,-11.151862
1958/11/1,104,0.5,10,1,1.50E-05,234.68552,-0.000139576,4.954572
1958/12/1,104,0.5,10,1,1.48E-05,232.49208,0.000124251,11.87867
1959/1/1,104,0.5,10,1,1.48E-05,230.88051,-2.86E-07,4.348846
1959/2/1,104,0.5,10,1,1.51E-05,232.15384,-2.89E-05,15.899986
1959/3/1,104,0.5,10,1,1.52E-05,233.19615,-8.97E-05,23.538015
1959/4/1,104,0.5,10,1,1.50E-05,236.77092,5.40E-05,16.829159
1959/5/1,104,0.5,10,1,1.50E-05,235.86186,1.45E-06,10.195574
1959/6/1,104,0.5,10,1,1.52E-05,234.76593,8.91E-05,6.87643
1959/7/1,104,0.5,10,1,1.57E-05,234.29839,2.49E-05,-2.149478
1959/8/1,104,0.5,10,1,1.64E-05,233.22453,-2.28E-05,-5.467446
1959/9/1,104,0.5,10,1,1.67E-05,232.50154,-5.45E-05,-14.29458
1959/10/1,104,0.5,10,1,1.60E-05,234.14227,-5.32E-05,-19.586157
1959/11/1,104,0.5,10,1,1.53E-05,233.16698,6.22E-06,-17.80544
1959/12/1,104,0.5,10,1,1.53E-05,230.42401,-6.45E-05,-25.742216
1960/1/1,104,0.5,10,1,1.58E-05,225.84082,-0.000195118,-27.953411
1960/2/1,104,0.5,10,1,1.59E-05,229.15068,-8.45E-05,-29.248371
1960/3/1,104,0.5,10,1,1.56E-05,233.06053,-1.89E-05,-29.043718
1960/4/1,104,0.5,10,1,1.50E-05,236.55017,2.92E-05,-20.60707
1960/5/1,104,0.5,10,1,1.46E-05,237.93703,0.000109063,-4.662947
1960/6/1,104,0.5,10,1,1.50E-05,235.46686,5.74E-05,-0.9309683
1960/7/1,104,0.5,10,1,1.56E-05,234.08157,5.87E-05,-3.3279974
1960/8/1,104,0.5,10,1,1.62E-05,233.74174,2.71E-05,-4.4959316
1960/9/1,104,0.5,10,1,1.64E-05,233.67236,-1.20E-05,3.644322
1960/10/1,104,0.5,10,1,1.61E-05,233.11572,-3.98E-05,7.73856
1960/11/1,104,0.5,10,1,1.55E-05,232.95094,-8.14E-05,15.398939
1960/12/1,104,0.5,10,1,1.53E-05,230.95856,-0.000144783,21.13981
1961/1/1,104,0.5,10,1,1.51E-05,229.429,-7.41E-05,22.300688
1961/2/1,104,0.5,10,1,1.53E-05,231.28261,-2.98E-05,22.25717
1961/3/1,104,0.5,10,1,1.55E-05,232.11362,4.31E-05,26.370228
1961/4/1,104,0.5,10,1,1.51E-05,235.74911,-2.37E-05,22.08192
1961/5/1,104,0.5,10,1,1.50E-05,235.40298,0.00015289,16.596277
1961/6/1,104,0.5,10,1,1.55E-05,231.99693,-2.37E-05,3.2079644
1961/7/1,104,0.5,10,1,1.63E-05,230.58247,1.01E-05,-7.8080187
1961/8/1,104,0.5,10,1,1.69E-05,230.21428,-5.28E-05,-13.355999
1961/9/1,104,0.5,10,1,1.68E-05,231.70522,-0.000126558,-17.580793
1961/10/1,104,0.5,10,1,1.63E-05,231.99693,8.83E-06,-20.123667
1961/11/1,104,0.5,10,1,1.56E-05,232.3943,-5.93E-05,-25.215294
1961/12/1,104,0.5,10,1,1.52E-05,232.23032,1.88E-06,-29.580051
1962/1/1,104,0.5,10,1,1.54E-05,228.10757,-0.000193816,-34.000088
1962/2/1,104,0.5,10,1,1.57E-05,228.54279,-0.000110937,-32.99917
1962/3/1,104,0.5,10,1,1.57E-05,232.13806,-3.15E-05,-34.128292
1962/4/1,104,0.5,10,1,1.55E-05,233.7993,-3.02E-05,-35.69024
1962/5/1,104,0.5,10,1,1.56E-05,232.97382,0.000110799,-37.981415
1962/6/1,104,0.5,10,1,1.53E-05,234.26605,0.000289576,-33.51668
1962/7/1,104,0.5,10,1,1.57E-05,232.92099,0.000306499,-22.084337
1962/8/1,104,0.5,10,1,1.62E-05,234.0863,0.00012859,-20.44123
1962/9/1,104,0.5,10,1,1.62E-05,235.04031,3.27E-05,-21.645626
1962/10/1,104,0.5,10,1,1.54E-05,237.0658,0.000168945,-13.154875
1962/11/1,104,0.5,10,1,1.48E-05,235.70811,0.000164172,3.537291
1962/12/1,104,0.5,10,1,1.46E-05,233.43268,7.52E-05,8.819458
1963/1/1,104,0.5,10,1,1.49E-05,230.88208,0.000158097,-4.814673
1963/2/1,104,0.5,10,1,1.52E-05,233.19772,0.000147683,-6.8529706
1963/3/1,104,0.5,10,1,1.49E-05,236.8403,0.000175888,-6.0672913
1963/4/1,104,0.5,10,1,1.47E-05,237.15805,0.000173284,-1.6354928
1963/5/1,104,0.5,10,1,1.49E-05,235.67184,8.43E-05,6.294227
1963/6/1,104,0.5,10,1,1.51E-05,234.64215,6.74E-05,7.905576
1963/7/1,104,0.5,10,1,1.58E-05,232.18616,-6.36E-05,12.272686
1963/8/1,104,0.5,10,1,1.66E-05,230.73622,-4.50E-05,16.847977
1963/9/1,104,0.5,10,1,1.69E-05,230.69759,-0.000151726,17.548973
1963/10/1,104,0.5,10,1,1.63E-05,232.43452,-2.89E-06,19.981287
1963/11/1,104,0.5,10,1,1.56E-05,230.7378,0.000129024,19.503763
1963/12/1,104,0.5,10,1,1.53E-05,229.15462,-9.01E-05,12.172712
1964/1/1,104,0.5,10,1,1.54E-05,227.79062,-9.62E-05,-8.960663
1964/2/1,104,0.5,10,1,1.54E-05,229.55751,-1.76E-05,-15.046152
1964/3/1,104,0.5,10,1,1.58E-05,229.64897,-6.36E-06,-17.95599
1964/4/1,104,0.5,10,1,1.56E-05,233.68498,0.000134231,-24.34493
1964/5/1,104,0.5,10,1,1.52E-05,234.76909,-1.42E-05,-32.696896
1964/6/1,104,0.5,10,1,1.54E-05,233.62112,0.000212338,-38.62007
1964/7/1,104,0.5,10,1,1.60E-05,233.20404,8.35E-05,-40.35492
1964/8/1,104,0.5,10,1,1.70E-05,231.21559,0.000172416,-42.102703
1964/9/1,104,0.5,10,1,1.72E-05,231.68707,0.000151588,-40.794807
1964/10/1,104,0.5,10,1,1.65E-05,232.69391,4.53E-05,-39.800945
1964/11/1,104,0.5,10,1,1.55E-05,233.11415,4.14E-05,-40.284348
1964/12/1,104,0.5,10,1,1.51E-05,231.92519,-2.33E-05,-43.194187
1965/1/1,104,0.5,10,1,1.52E-05,230.0495,-0.000107899,-43.7117
1965/2/1,104,0.5,10,1,1.56E-05,228.77538,-0.000163876,-40.601913
1965/3/1,104,0.5,10,1,1.59E-05,230.31914,-7.23E-05,-39.231678
1965/4/1,104,0.5,10,1,1.57E-05,233.01007,-8.10E-05,-41.61342
1965/5/1,104,0.5,10,1,1.50E-05,236.09682,0.000190641,-40.151443
1965/6/1,104,0.5,10,1,1.48E-05,236.54938,0.000339478,-22.627726
1965/7/1,104,0.5,10,1,1.53E-05,235.67105,0.000279162,-13.307777
1965/8/1,104,0.5,10,1,1.62E-05,233.35226,8.95E-05,-16.684553
1965/9/1,104,0.5,10,1,1.62E-05,235.41165,3.14E-05,-12.243345
1965/10/1,104,0.5,10,1,1.56E-05,234.98354,0.000188038,2.542253
1965/11/1,104,0.5,10,1,1.52E-05,234.20535,0.00018717,11.631674
1965/12/1,104,0.5,10,1,1.50E-05,231.69339,7.52E-06,9.53104
1966/1/1,104,0.5,10,1,1.51E-05,230.02112,-0.000195552,-4.9663982
1966/2/1,104,0.5,10,1,1.58E-05,228.15408,-0.000267584,-0.92861605
1966/3/1,104,0.5,10,1,1.57E-05,232.27762,-0.000139142,5.4379773
1966/4/1,104,0.5,10,1,1.54E-05,233.77959,6.65E-05,1.2531743
1966/5/1,104,0.5,10,1,1.52E-05,233.86632,-3.11E-05,-1.9283586
1966/6/1,104,0.5,10,1,1.54E-05,232.38327,1.75E-05,-5.6415186
1966/7/1,104,0.5,10,1,1.61E-05,230.56671,4.92E-06,-11.177738
1966/8/1,104,0.5,10,1,1.69E-05,230.23477,3.23E-05,-16.562231
1966/9/1,104,0.5,10,1,1.70E-05,231.22032,5.79E-06,-18.98396
1966/10/1,104,0.5,10,1,1.67E-05,230.39798,5.82E-07,-20.200117
1966/11/1,104,0.5,10,1,1.59E-05,229.79799,4.83E-05,-22.412487
1966/12/1,104,0.5,10,1,1.55E-05,229.80586,7.91E-05,-25.305859
1967/1/1,104,0.5,10,1,1.56E-05,226.10493,-1.37E-05,-27.123037
1967/2/1,104,0.5,10,1,1.56E-05,229.13017,1.27E-05,-26.529072
1967/3/1,104,0.5,10,1,1.57E-05,230.7378,7.52E-05,-27.026592
1967/4/1,104,0.5,10,1,1.57E-05,232.44713,1.49E-05,-29.863506
1967/5/1,104,0.5,10,1,1.55E-05,232.54884,-3.63E-05,-33.267338
1967/6/1,104,0.5,10,1,1.57E-05,231.66264,0.000151588,-38.276634
1967/7/1,104,0.5,10,1,1.61E-05,231.68472,4.57E-05,-38.12726
1967/8/1,104,0.5,10,1,1.68E-05,230.86552,-0.000183836,-36.54414
1967/9/1,104,0.5,10,1,1.71E-05,230.80481,-6.28E-05,-39.517487
