date,longitude,latitude,level,expver,t,v,w,OT
1945/7/1,104,0.5,10,1,231.4261,-0.8282311,9.26E-06,9.674532
1945/8/1,104,0.5,10,1,231.71388,-0.31892255,-9.62E-05,-1.9918714
1945/9/1,104,0.5,10,1,231.41507,0.26821375,2.10E-05,-5.1145954
1945/10/1,104,0.5,10,1,231.77066,0.21202719,5.79E-06,-12.337439
1945/11/1,104,0.5,10,1,233.72046,0.3027591,2.75E-05,-20.668232
1945/12/1,104,0.5,10,1,232.19405,0.49887446,-8.10E-05,-28.255686
1946/1/1,104,0.5,10,1,229.4148,0.14011374,-0.000170818,-31.554836
1946/2/1,104,0.5,10,1,229.9131,0.18084228,-0.000214645,-30.208124
1946/3/1,104,0.5,10,1,234.50812,-0.05868998,-2.20E-05,-31.383116
1946/4/1,104,0.5,10,1,236.76068,-0.052237928,8.43E-05,-32.93213
1946/5/1,104,0.5,10,1,239.32231,-0.7919383,0.000171982,-13.116062
1946/6/1,104,0.5,10,1,235.11284,-2.0623195,0.000117742,10.511963
1946/7/1,104,0.5,10,1,233.97986,-0.16004089,-0.000108333,15.957619
1946/8/1,104,0.5,10,1,233.5817,-0.51893604,-3.37E-05,13.402983
1946/9/1,104,0.5,10,1,234.34412,-0.2741615,-6.36E-06,5.220386
1946/10/1,104,0.5,10,1,235.68446,-0.7791686,2.10E-05,1.1332049
1946/11/1,104,0.5,10,1,234.14307,0.31015205,-6.97E-05,2.612824
1946/12/1,104,0.5,10,1,232.43925,-0.40091732,-3.93E-05,-5.808534
1947/1/1,104,0.5,10,1,232.08366,-0.21958792,2.31E-05,-16.675144
1947/2/1,104,0.5,10,1,234.11232,0.14696904,-6.93E-05,-21.43627
1947/3/1,104,0.5,10,1,235.24687,-0.15022841,5.83E-05,-27.43237
1947/4/1,104,0.5,10,1,239.63531,-0.45428112,9.30E-05,-19.420319
1947/5/1,104,0.5,10,1,238.7168,-1.1313429,0.000103422,-0.23703003
1947/6/1,104,0.5,10,1,235.116,-0.79449224,0.000136401,8.256075
1947/7/1,104,0.5,10,1,231.61769,-0.12737739,9.91E-05,14.253351
1947/8/1,104,0.5,10,1,232.10495,0.6539924,-2.37E-05,10.195574
1947/9/1,104,0.5,10,1,232.79247,-0.3709422,-8.10E-06,7.8797
1947/10/1,104,0.5,10,1,234.72809,0.84620965,0.000141608,9.756865
1947/11/1,104,0.5,10,1,232.16093,-0.10708034,-2.72E-05,6.532989
1947/12/1,104,0.5,10,1,230.58327,0.44645157,-4.93E-05,-12.92905
1948/1/1,104,0.5,10,1,230.83084,0.07250166,-8.32E-05,-24.499008
1948/2/1,104,0.5,10,1,230.65108,0.16444333,-0.000148688,-27.995754
1948/3/1,104,0.5,10,1,233.5273,-0.10304779,-6.15E-05,-32.70748
1948/4/1,104,0.5,10,1,236.39563,0.07451792,7.52E-06,-32.571045
1948/5/1,104,0.5,10,1,238.07658,-0.3984978,3.53E-05,-11.761117
1948/6/1,104,0.5,10,1,237.09183,-0.4889609,9.60E-05,5.7896514
1948/7/1,104,0.5,10,1,235.27132,-1.4665805,2.92E-05,13.253609
1948/8/1,104,0.5,10,1,235.69392,-2.24338,3.18E-05,14.507404
1948/9/1,104,0.5,10,1,235.79012,-1.0492138,-1.03E-05,13.040724
1948/10/1,104,0.5,10,1,235.99826,-1.1180356,5.48E-05,19.408493
1948/11/1,104,0.5,10,1,233.75357,0.18084228,-7.49E-05,31.6324
1948/12/1,104,0.5,10,1,232.12624,0.75964475,-0.000109201,24.507177
1949/1/1,104,0.5,10,1,230.74568,1.4168127,9.26E-06,20.30826
1949/2/1,104,0.5,10,1,232.48813,-0.33102015,0.000119912,18.702793
1949/3/1,104,0.5,10,1,232.74359,-0.30010408,-0.00015216,6.656487
1949/4/1,104,0.5,10,1,233.45949,0.18527807,7.48E-05,-15.388416
1949/5/1,104,0.5,10,1,234.00824,-0.30306128,-0.000170385,-24.650734
1949/6/1,104,0.5,10,1,235.05135,0.30235586,0.000250523,-23.62982
1949/7/1,104,0.5,10,1,233.8474,-0.5822468,1.00E-04,-4.749984
1949/8/1,104,0.5,10,1,234.65791,0.15610944,3.27E-05,8.206675
1949/9/1,104,0.5,10,1,235.31548,-0.51019883,0.000119478,11.391737
1949/10/1,104,0.5,10,1,234.68472,0.13930723,7.52E-06,13.658211
1949/11/1,104,0.5,10,1,234.50339,1.0780802,-2.02E-05,21.327997
1949/12/1,104,0.5,10,1,231.30312,0.8795452,-9.57E-05,19.548456
1950/1/1,104,0.5,10,1,233.50365,0.59861237,-0.000113106,13.521776
1950/2/1,104,0.5,10,1,231.31178,0.34778902,-3.80E-05,10.153233
1950/3/1,104,0.5,10,1,233.18826,0.2121616,-3.72E-05,15.035503
1950/4/1,104,0.5,10,1,235.075,-0.09377298,-7.06E-05,13.906382
1950/5/1,104,0.5,10,1,233.4043,-0.36180177,2.36E-05,-1.105041
1950/6/1,104,0.5,10,1,233.01007,0.108122334,-4.85E-05,-18.834587
1950/7/1,104,0.5,10,1,234.16672,-0.5294206,-5.06E-06,-20.117785
1950/8/1,104,0.5,10,1,235.3407,-0.64959,6.44E-05,-14.933241
1950/9/1,104,0.5,10,1,237.02954,-0.95055115,0.000140306,-10.169763
1950/10/1,104,0.5,10,1,237.13597,-0.86022246,0.000186302,-3.0445411
1950/11/1,104,0.5,10,1,235.23425,0.98721385,9.26E-05,11.729296
1950/12/1,104,0.5,10,1,232.43689,0.3558541,0.00016504,13.642921
1951/1/1,104,0.5,10,1,231.38983,0.25638503,-6.10E-05,8.5771675
1951/2/1,104,0.5,10,1,232.15857,-0.46032992,9.34E-05,9.511045
1951/3/1,104,0.5,10,1,235.26028,0.8181164,8.95E-05,17.64777
1951/4/1,104,0.5,10,1,235.00168,-0.29136693,1.66E-05,9.349911
1951/5/1,104,0.5,10,1,235.14359,0.006905839,0.000131194,-11.311821
1951/6/1,104,0.5,10,1,235.87842,0.12398362,-2.81E-05,-16.121168
1951/7/1,104,0.5,10,1,235.59457,-0.4240372,0.000162436,-11.114225
1951/8/1,104,0.5,10,1,235.77513,-0.3170407,7.09E-05,-0.53812885
1951/9/1,104,0.5,10,1,236.14412,-0.1905537,0.000162436,3.2985291
1951/10/1,104,0.5,10,1,235.2043,-0.424306,0.000171549,5.3497643
1951/11/1,104,0.5,10,1,234.65634,0.40962112,0.000120779,9.645128
1951/12/1,104,0.5,10,1,232.75146,0.037956312,5.92E-05,11.092991
1952/1/1,104,0.5,10,1,230.92072,0.24899204,-0.000130463,6.0519366
1952/2/1,104,0.5,10,1,231.17065,-0.46866384,-4.28E-05,3.810162
1952/3/1,104,0.5,10,1,233.54938,0.27251512,5.31E-05,7.9714417
1952/4/1,104,0.5,10,1,235.53308,0.42427266,8.82E-05,8.68067
1952/5/1,104,0.5,10,1,235.4976,0.04104793,-3.41E-05,0.46278954
1952/6/1,104,0.5,10,1,234.57986,-0.5784831,9.91E-05,-14.025239
1952/7/1,104,0.5,10,1,234.97328,-1.5309666,-9.79E-05,-7.0423336
1952/8/1,104,0.5,10,1,234.37643,-1.4978999,8.69E-05,1.8294959
1952/9/1,104,0.5,10,1,234.1541,-0.1366522,1.23E-05,-7.0188103
1952/10/1,104,0.5,10,1,234.64293,0.5568085,8.30E-05,6.0731072
1952/11/1,104,0.5,10,1,233.22533,0.1839339,-5.49E-06,15.144886
1952/12/1,104,0.5,10,1,232.34148,0.9333123,-9.92E-05,11.342337
1953/1/1,104,0.5,10,1,230.26553,0.5944454,-4.15E-05,-0.15822649
1953/2/1,104,0.5,10,1,233.09839,0.080163464,3.79E-05,-5.0169735
1953/3/1,104,0.5,10,1,235.22717,-0.031940863,1.10E-05,-9.415839
1953/4/1,104,0.5,10,1,237.24083,-0.36112973,-4.71E-05,-14.361623
1953/5/1,104,0.5,10,1,236.61324,-0.29365203,-5.11E-05,-14.465126
1953/6/1,104,0.5,10,1,235.98721,-0.29607156,2.75E-05,-6.0273013
1953/7/1,104,0.5,10,1,236.03531,-0.9268936,0.000100385,1.820087
1953/8/1,104,0.5,10,1,236.25766,-0.8213757,0.000112535,7.8949904
1953/9/1,104,0.5,10,1,237.34807,-1.7289639,0.000112969,12.620831
1953/10/1,104,0.5,10,1,236.85214,-1.620892,1.92E-05,18.567533
1953/11/1,104,0.5,10,1,236.5344,-0.33021364,0.00012859,25.419884
1953/12/1,104,0.5,10,1,234.70207,1.2825294,-2.37E-05,20.779903
1954/1/1,104,0.5,10,1,232.88156,0.62025356,0.000100819,7.051679
1954/2/1,104,0.5,10,1,236.31284,0.026127562,1.14E-05,-5.609762
1954/3/1,104,0.5,10,1,236.4248,-1.3128067,0.000168077,1.5283971
1954/4/1,104,0.5,10,1,237.79669,-0.14377636,4.01E-05,0.1687479
1954/5/1,104,0.5,10,1,237.10443,-1.3180491,0.000109063,3.916017
1954/6/1,104,0.5,10,1,236.10155,-1.061849,0.000109063,6.504761
1954/7/1,104,0.5,10,1,233.93176,-0.581709,6.48E-05,4.981624
1954/8/1,104,0.5,10,1,233.41139,-0.25856903,3.62E-06,-0.4099264
1954/9/1,104,0.5,10,1,234.27,-0.42578462,1.62E-05,-2.1106644
1954/10/1,104,0.5,10,1,235.35175,0.13621563,1.92E-05,-1.6284356
1954/11/1,104,0.5,10,1,235.11914,1.1635698,-3.33E-05,4.2288775
1954/12/1,104,0.5,10,1,232.26736,1.0256573,2.57E-05,-0.45814943
1955/1/1,104,0.5,10,1,229.16092,1.02848,-3.50E-05,-10.864878
1955/2/1,104,0.5,10,1,231.67525,0.46970582,-6.93E-05,-6.704774
1955/3/1,104,0.5,10,1,233.15358,0.2944252,-8.01E-05,-6.61068
1955/4/1,104,0.5,10,1,233.03215,0.13110775,-6.67E-05,-12.456232
1955/5/1,104,0.5,10,1,233.66922,-0.3870723,-8.49E-05,-19.402676
1955/6/1,104,0.5,10,1,233.19379,-0.50078964,-5.28E-05,-25.920994
1955/7/1,104,0.5,10,1,234.30627,-0.4600611,-2.46E-06,-29.416563
1955/8/1,104,0.5,10,1,234.60352,-0.5756602,4.44E-05,-22.213715
1955/9/1,104,0.5,10,1,233.36252,-0.86559916,0.00010646,-17.56315
1955/10/1,104,0.5,10,1,234.97092,-0.30830356,4.40E-05,-7.880941
1955/11/1,104,0.5,10,1,235.29103,0.8986325,-0.000104862,4.5182147
1955/12/1,104,0.5,10,1,233.23793,0.21202719,0.000108195,7.715037
1956/1/1,104,0.5,10,1,233.56357,-0.795702,0.000107762,-3.0398364
1956/2/1,104,0.5,10,1,233.81035,-0.5089891,-1.46E-05,-7.211702
1956/3/1,104,0.5,10,1,236.33807,-0.47323403,-8.23E-05,-6.236659
1956/4/1,104,0.5,10,1,235.92415,-0.37322727,0.00019715,-10.986023
1956/5/1,104,0.5,10,1,236.54228,-0.6966362,0.000104724,-12.99374
1956/6/1,104,0.5,10,1,234.71863,-0.9309262,-0.000108767,-5.390995
1956/7/1,104,0.5,10,1,232.85555,-0.7076584,-0.000146952,-7.698635
1956/8/1,104,0.5,10,1,231.17932,-1.1821527,-7.14E-05,-5.348653
1956/9/1,104,0.5,10,1,232.701,-1.1056691,-2.94E-05,-2.0647936
1956/10/1,104,0.5,10,1,234.76277,0.22049549,-1.11E-05,2.1082473
1956/11/1,104,0.5,10,1,235.58118,-0.35615626,-2.33E-05,9.6251335
1956/12/1,104,0.5,10,1,234.46396,0.41365367,-9.10E-05,12.245634
1957/1/1,104,0.5,10,1,230.26158,-0.0490119,-0.00010139,8.212557
1957/2/1,104,0.5,10,1,227.58957,-0.9225923,-7.10E-05,9.776859
1957/3/1,104,0.5,10,1,233.55016,1.0315716,-3.63E-05,18.953316
1957/4/1,104,0.5,10,1,234.8771,0.035267964,1.23E-05,17.343143
1957/5/1,104,0.5,10,1,233.71573,1.0541538,-0.000118313,8.968832
1957/6/1,104,0.5,10,1,230.67946,0.39819562,-0.000145651,-10.441457
1957/7/1,104,0.5,10,1,229.87761,-0.48734787,-1.16E-05,-15.024981
1957/8/1,104,0.5,10,1,231.60036,-0.43613473,4.35E-05,-18.199457
1957/9/1,104,0.5,10,1,232.12387,-0.047130063,3.05E-05,-20.65294
1957/10/1,104,0.5,10,1,231.92046,-0.2470091,-0.000100523,-25.771622
1957/11/1,104,0.5,10,1,233.71652,0.13030125,-0.000133501,-22.06199
1957/12/1,104,0.5,10,1,233.98459,-0.15681487,-7.36E-05,-24.005018
1958/1/1,104,0.5,10,1,229.82321,0.3012805,-0.000228964,-31.600706
1958/2/1,104,0.5,10,1,227.53517,-0.049683988,-0.000139576,-37.041656
1958/3/1,104,0.5,10,1,232.48656,-0.059899732,-0.000106164,-33.942455
1958/4/1,104,0.5,10,1,232.86264,-0.51651657,9.08E-05,-37.98259
1958/5/1,104,0.5,10,1,231.1265,-0.051028162,9.04E-05,-36.76408
1958/6/1,104,0.5,10,1,231.31415,-0.08436376,7.78E-05,-40.546635
1958/7/1,104,0.5,10,1,233.72913,-0.26999453,0.00021928,-37.79911
1958/8/1,104,0.5,10,1,234.43636,-0.116624,0.000174586,-28.133366
1958/9/1,104,0.5,10,1,235.89024,-0.632519,6.78E-05,-20.827015
1958/10/1,104,0.5,10,1,236.88289,-0.41032657,0.000113403,-11.151862
1958/11/1,104,0.5,10,1,234.68552,0.2936187,-0.000139576,4.954572
1958/12/1,104,0.5,10,1,232.49208,0.28810757,0.000124251,11.87867
1959/1/1,104,0.5,10,1,230.88051,-0.85390484,-2.86E-07,4.348846
1959/2/1,104,0.5,10,1,232.15384,-0.15358883,-2.89E-05,15.899986
1959/3/1,104,0.5,10,1,233.19615,-0.14350751,-8.97E-05,23.538015
1959/4/1,104,0.5,10,1,236.77092,-1.0922273,5.40E-05,16.829159
1959/5/1,104,0.5,10,1,235.86186,-0.33021364,1.45E-06,10.195574
1959/6/1,104,0.5,10,1,234.76593,0.5351672,8.91E-05,6.87643
1959/7/1,104,0.5,10,1,234.29839,-0.44204912,2.49E-05,-2.149478
1959/8/1,104,0.5,10,1,233.22453,-0.36059204,-2.28E-05,-5.467446
1959/9/1,104,0.5,10,1,232.50154,-0.1730794,-5.45E-05,-14.29458
1959/10/1,104,0.5,10,1,234.14227,0.12371479,-5.32E-05,-19.586157
1959/11/1,104,0.5,10,1,233.16698,0.1824553,6.22E-06,-17.80544
1959/12/1,104,0.5,10,1,230.42401,0.32910496,-6.45E-05,-25.742216
1960/1/1,104,0.5,10,1,225.84082,0.47387278,-0.000195118,-27.953411
1960/2/1,104,0.5,10,1,229.15068,0.33300307,-8.45E-05,-29.248371
1960/3/1,104,0.5,10,1,233.06053,0.16619076,-1.89E-05,-29.043718
1960/4/1,104,0.5,10,1,236.55017,0.09212664,2.92E-05,-20.60707
1960/5/1,104,0.5,10,1,237.93703,-0.40441218,0.000109063,-4.662947
1960/6/1,104,0.5,10,1,235.46686,-1.8528969,5.74E-05,-0.9309683
1960/7/1,104,0.5,10,1,234.08157,-0.9853653,5.87E-05,-3.3279974
1960/8/1,104,0.5,10,1,233.74174,-0.7064487,2.71E-05,-4.4959316
1960/9/1,104,0.5,10,1,233.67236,-0.24082589,-1.20E-05,3.644322
1960/10/1,104,0.5,10,1,233.11572,0.016852751,-3.98E-05,7.73856
1960/11/1,104,0.5,10,1,232.95094,0.006502584,-8.14E-05,15.398939
1960/12/1,104,0.5,10,1,230.95856,-0.92339873,-0.000144783,21.13981
1961/1/1,104,0.5,10,1,229.429,-0.8455709,-7.41E-05,22.300688
1961/2/1,104,0.5,10,1,231.28261,0.286629,-2.98E-05,22.25717
1961/3/1,104,0.5,10,1,232.11362,-1.0523053,4.31E-05,26.370228
1961/4/1,104,0.5,10,1,235.74911,0.2715742,-2.37E-05,22.08192
1961/5/1,104,0.5,10,1,235.40298,0.5636638,0.00015289,16.596277
1961/6/1,104,0.5,10,1,231.99693,-0.62660456,-2.37E-05,3.2079644
1961/7/1,104,0.5,10,1,230.58247,-0.21595863,1.01E-05,-7.8080187
1961/8/1,104,0.5,10,1,230.21428,-0.2568216,-5.28E-05,-13.355999
1961/9/1,104,0.5,10,1,231.70522,0.22802289,-0.000126558,-17.580793
1961/10/1,104,0.5,10,1,231.99693,0.1284194,8.83E-06,-20.123667
1961/11/1,104,0.5,10,1,232.3943,0.3192925,-5.93E-05,-25.215294
1961/12/1,104,0.5,10,1,232.23032,0.38784546,1.88E-06,-29.580051
1962/1/1,104,0.5,10,1,228.10757,0.14938855,-0.000193816,-34.000088
1962/2/1,104,0.5,10,1,228.54279,0.10046053,-0.000110937,-32.99917
1962/3/1,104,0.5,10,1,232.13806,0.046962306,-3.15E-05,-34.128292
1962/4/1,104,0.5,10,1,233.7993,-0.13530803,-3.02E-05,-35.69024
1962/5/1,104,0.5,10,1,232.97382,-0.33545592,0.000110799,-37.981415
1962/6/1,104,0.5,10,1,234.26605,-0.024682313,0.000289576,-33.51668
1962/7/1,104,0.5,10,1,232.92099,0.21928574,0.000306499,-22.084337
1962/8/1,104,0.5,10,1,234.0863,0.17613767,0.00012859,-20.44123
1962/9/1,104,0.5,10,1,235.04031,0.21995783,3.27E-05,-21.645626
1962/10/1,104,0.5,10,1,237.0658,0.107181415,0.000168945,-13.154875
1962/11/1,104,0.5,10,1,235.70811,0.70587766,0.000164172,3.537291
1962/12/1,104,0.5,10,1,233.43268,0.63208234,7.52E-05,8.819458
1963/1/1,104,0.5,10,1,230.88208,-0.22509903,0.000158097,-4.814673
1963/2/1,104,0.5,10,1,233.19772,-0.11124727,0.000147683,-6.8529706
1963/3/1,104,0.5,10,1,236.8403,0.3385142,0.000175888,-6.0672913
1963/4/1,104,0.5,10,1,237.15805,-0.036511064,0.000173284,-1.6354928
1963/5/1,104,0.5,10,1,235.67184,-1.1779858,8.43E-05,6.294227
1963/6/1,104,0.5,10,1,234.64215,-0.52028024,6.74E-05,7.905576
1963/7/1,104,0.5,10,1,232.18616,-2.013795,-6.36E-05,12.272686
1963/8/1,104,0.5,10,1,230.73622,-1.7040966,-4.50E-05,16.847977
1963/9/1,104,0.5,10,1,230.69759,-1.0950501,-0.000151726,17.548973
1963/10/1,104,0.5,10,1,232.43452,-0.36677524,-2.89E-06,19.981287
1963/11/1,104,0.5,10,1,230.7378,-0.967891,0.000129024,19.503763
1963/12/1,104,0.5,10,1,229.15462,-0.119446754,-9.01E-05,12.172712
1964/1/1,104,0.5,10,1,227.79062,0.1762721,-9.62E-05,-8.960663
1964/2/1,104,0.5,10,1,229.55751,0.38461947,-1.76E-05,-15.046152
1964/3/1,104,0.5,10,1,229.64897,0.1489853,-6.36E-06,-17.95599
1964/4/1,104,0.5,10,1,233.68498,-0.09592366,0.000134231,-24.34493
1964/5/1,104,0.5,10,1,234.76909,0.14495277,-1.42E-05,-32.696896
1964/6/1,104,0.5,10,1,233.62112,-0.18638673,0.000212338,-38.62007
1964/7/1,104,0.5,10,1,233.20404,-0.04981841,8.35E-05,-40.35492
1964/8/1,104,0.5,10,1,231.21559,0.30638838,0.000172416,-42.102703
1964/9/1,104,0.5,10,1,231.68707,0.19724125,0.000151588,-40.794807
1964/10/1,104,0.5,10,1,232.69391,0.21740389,4.53E-05,-39.800945
1964/11/1,104,0.5,10,1,233.11415,0.5237417,4.14E-05,-40.284348
1964/12/1,104,0.5,10,1,231.92519,0.649019,-2.33E-05,-43.194187
1965/1/1,104,0.5,10,1,230.0495,-0.13060343,-0.000107899,-43.7117
1965/2/1,104,0.5,10,1,228.77538,0.034461454,-0.000163876,-40.601913
1965/3/1,104,0.5,10,1,230.31914,-0.14391077,-7.23E-05,-39.231678
1965/4/1,104,0.5,10,1,233.01007,-0.11985001,-8.10E-05,-41.61342
1965/5/1,104,0.5,10,1,236.09682,-0.62257206,0.000190641,-40.151443
1965/6/1,104,0.5,10,1,236.54938,0.10449306,0.000339478,-22.627726
1965/7/1,104,0.5,10,1,235.67105,-0.11635515,0.000279162,-13.307777
1965/8/1,104,0.5,10,1,233.35226,-0.28625906,8.95E-05,-16.684553
1965/9/1,104,0.5,10,1,235.41165,-0.8899288,3.14E-05,-12.243345
1965/10/1,104,0.5,10,1,234.98354,-0.018633515,0.000188038,2.542253
1965/11/1,104,0.5,10,1,234.20535,0.14024815,0.00018717,11.631674
1965/12/1,104,0.5,10,1,231.69339,-0.2652899,7.52E-06,9.53104
1966/1/1,104,0.5,10,1,230.02112,0.017659247,-0.000195552,-4.9663982
1966/2/1,104,0.5,10,1,228.15408,0.01860018,-0.000267584,-0.92861605
1966/3/1,104,0.5,10,1,232.27762,-0.3177128,-0.000139142,5.4379773
1966/4/1,104,0.5,10,1,233.77959,0.1436086,6.65E-05,1.2531743
1966/5/1,104,0.5,10,1,233.86632,-0.074551255,-3.11E-05,-1.9283586
1966/6/1,104,0.5,10,1,232.38327,-0.062991336,1.75E-05,-5.6415186
1966/7/1,104,0.5,10,1,230.56671,-0.5365448,4.92E-06,-11.177738
1966/8/1,104,0.5,10,1,230.23477,-0.16044414,3.23E-05,-16.562231
1966/9/1,104,0.5,10,1,231.22032,-0.15560511,5.79E-06,-18.98396
1966/10/1,104,0.5,10,1,230.39798,0.030966595,5.82E-07,-20.200117
1966/11/1,104,0.5,10,1,229.79799,0.22331826,4.83E-05,-22.412487
1966/12/1,104,0.5,10,1,229.80586,0.12237061,7.91E-05,-25.305859
1967/1/1,104,0.5,10,1,226.10493,0.22157083,-1.37E-05,-27.123037
1967/2/1,104,0.5,10,1,229.13017,-0.20130712,1.27E-05,-26.529072
1967/3/1,104,0.5,10,1,230.7378,-0.23168549,7.52E-05,-27.026592
1967/4/1,104,0.5,10,1,232.44713,-0.10533291,1.49E-05,-29.863506
1967/5/1,104,0.5,10,1,232.54884,-0.058286726,-3.63E-05,-33.267338
1967/6/1,104,0.5,10,1,231.66264,-0.49353108,0.000151588,-38.276634
1967/7/1,104,0.5,10,1,231.68472,-0.53170574,4.57E-05,-38.12726
1967/8/1,104,0.5,10,1,230.86552,0.23635678,-0.000183836,-36.54414
1967/9/1,104,0.5,10,1,230.80481,-0.07199733,-6.28E-05,-39.517487
1967/10/1,104,0.5,10,1,233.37119,0.31848598,-7.54E-05,-39.49161
1967/11/1,104,0.5,10,1,235.88788,-0.32362717,0.000215809,-29.925844
1967/12/1,104,0.5,10,1,233.06369,0.38744223,0.000129892,-23.598064
1968/1/1,104,0.5,10,1,231.44424,0.5935045,0.000151588,-32.794518
